id,userId,courseId,purchaseId,createdAt,updatedAt
00f0dd64-247a-4fa0-a3c3-c3e43500482b,127c8efd-ac18-438a-9343-258a9303244a,880369a6-6b14-4a6b-b3cb-4aaabc33369a,14a15b04-5712-484e-be96-dd9a26a8ac70,2024-08-08 01:41:40.951+00,2024-08-08 01:41:40.951+00
86522001-316c-4b8d-80b5-d5107a1501f0,127c8efd-ac18-438a-9343-258a9303244a,3857b311-0df8-462f-a042-6a560f3528eb,14a15b04-5712-484e-be96-dd9a26a8ac70,2024-08-08 01:41:40.958+00,2024-08-08 01:41:40.958+00
7748d2b6-18f1-42c8-a097-8e8f9e7e3e94,dd008484-e542-4407-beb7-5ed67d8d3709,21a45a4f-052d-4bfc-920e-adcda1cfe19c,bac425da-3de4-4e5d-87a4-59c141969c8d,2024-08-08 01:41:56.108+00,2024-08-08 01:41:56.108+00
69e95f9e-0728-4a23-8a21-dfc709c75f5f,dd008484-e542-4407-beb7-5ed67d8d3709,3b3a5d08-696f-42a3-856d-09992761a09e,bac425da-3de4-4e5d-87a4-59c141969c8d,2024-08-08 01:41:56.116+00,2024-08-08 01:41:56.116+00
a568c424-347d-40ff-b03e-1fa4a50321ef,dd008484-e542-4407-beb7-5ed67d8d3709,57e069f8-7059-4d2f-83d6-3f16f7aa0938,bac425da-3de4-4e5d-87a4-59c141969c8d,2024-08-08 01:41:56.123+00,2024-08-08 01:41:56.123+00
5263f947-5fbc-4a96-9bb2-fab35ef69dcf,dd008484-e542-4407-beb7-5ed67d8d3709,caa12af6-8d12-42e6-985d-82190eb650ec,bac425da-3de4-4e5d-87a4-59c141969c8d,2024-08-08 01:41:56.132+00,2024-08-08 01:41:56.132+00
9b3211bb-9b89-48a5-8cf5-124fd9697c42,dd008484-e542-4407-beb7-5ed67d8d3709,f5fb2002-9ed8-4520-99ef-46df7e453375,bac425da-3de4-4e5d-87a4-59c141969c8d,2024-08-08 01:41:56.139+00,2024-08-08 01:41:56.139+00
3dad4e00-a15d-4fdf-a5b6-bf9f936bc149,d0994fb0-2cba-40c8-aef7-2abe81f56083,3b3a5d08-696f-42a3-856d-09992761a09e,4fc8816f-4696-40ef-ba97-c9b0b277d4ed,2024-08-08 01:42:09.574+00,2024-08-08 01:42:09.574+00
b666cca1-be0f-4169-a04e-bdda919ee71f,d0994fb0-2cba-40c8-aef7-2abe81f56083,21a45a4f-052d-4bfc-920e-adcda1cfe19c,4fc8816f-4696-40ef-ba97-c9b0b277d4ed,2024-08-08 01:42:09.583+00,2024-08-08 01:42:09.583+00
7fcf6953-e988-4a6e-a366-419e18ce25b5,d0994fb0-2cba-40c8-aef7-2abe81f56083,be766134-111b-4a83-afdd-d6c54596d486,4fc8816f-4696-40ef-ba97-c9b0b277d4ed,2024-08-08 01:42:09.589+00,2024-08-08 01:42:09.589+00
ccc67cad-97b3-452e-a72d-98c7e3928150,d0994fb0-2cba-40c8-aef7-2abe81f56083,880369a6-6b14-4a6b-b3cb-4aaabc33369a,4fc8816f-4696-40ef-ba97-c9b0b277d4ed,2024-08-08 01:42:09.595+00,2024-08-08 01:42:09.595+00
713880a7-f8e7-4f00-b8ec-398e1eb2bed4,d0994fb0-2cba-40c8-aef7-2abe81f56083,3857b311-0df8-462f-a042-6a560f3528eb,4fc8816f-4696-40ef-ba97-c9b0b277d4ed,2024-08-08 01:42:09.603+00,2024-08-08 01:42:09.603+00
810bed7d-195b-4673-b5dd-64cbc870c259,2d752017-05b2-4ff8-a308-576b3e25e592,3b3a5d08-696f-42a3-856d-09992761a09e,9983f4d0-f444-49eb-8ac5-90d3d7e4f1bc,2024-08-08 01:42:17.237+00,2024-08-08 01:42:17.237+00
06168aba-abe9-4dcb-bdc4-7a64013e8d77,2d752017-05b2-4ff8-a308-576b3e25e592,21a45a4f-052d-4bfc-920e-adcda1cfe19c,9983f4d0-f444-49eb-8ac5-90d3d7e4f1bc,2024-08-08 01:42:17.244+00,2024-08-08 01:42:17.244+00
7abf8940-0fdc-46ed-8526-ef3f54813db1,2d752017-05b2-4ff8-a308-576b3e25e592,be766134-111b-4a83-afdd-d6c54596d486,9983f4d0-f444-49eb-8ac5-90d3d7e4f1bc,2024-08-08 01:42:17.251+00,2024-08-08 01:42:17.251+00
f18c3f8a-209c-4d94-8f96-4ec879b87895,2d752017-05b2-4ff8-a308-576b3e25e592,880369a6-6b14-4a6b-b3cb-4aaabc33369a,9983f4d0-f444-49eb-8ac5-90d3d7e4f1bc,2024-08-08 01:42:17.262+00,2024-08-08 01:42:17.262+00
c7cf8333-1e54-4d81-97a7-0ab2df131fee,2d752017-05b2-4ff8-a308-576b3e25e592,3857b311-0df8-462f-a042-6a560f3528eb,9983f4d0-f444-49eb-8ac5-90d3d7e4f1bc,2024-08-08 01:42:17.269+00,2024-08-08 01:42:17.269+00
aae86323-2ec8-4bd7-b34f-a98385601ffb,3eabb632-8398-43e2-b043-124d9dbfc1e9,3b3a5d08-696f-42a3-856d-09992761a09e,e2c2f6ac-333a-4ea2-b12c-962ada82f0f1,2024-08-08 01:42:18.613+00,2024-08-08 01:42:18.613+00
ca115039-bd96-4b82-a92c-18ddd5df5bc9,3eabb632-8398-43e2-b043-124d9dbfc1e9,21a45a4f-052d-4bfc-920e-adcda1cfe19c,e2c2f6ac-333a-4ea2-b12c-962ada82f0f1,2024-08-08 01:42:18.623+00,2024-08-08 01:42:18.623+00
